Date,DE40Cash_profit,DE40Cash_lot,Date,Price,Open,High,Low,Vol.,Change %,DE40Cash_China_profit,DE40Cash_China_lot,DE40Cash_World_profit,DE40Cash_World_lot
02/01/2024,3085.27,60.09,1/2/2024,16769.36,16828.75,16963.47,16648.80,59.89M,0.11%,-1416.60,13.19,59.99,0.51
03/01/2024,-4178.15,72.05,1/3/2024,16538.39,16771.35,16784.07,16479.92,70.85M,-1.38%,-2119.69,11.38,132.69,1.19
04/01/2024,4498.71,88.05,1/4/2024,16617.29,16563.69,16626.84,16501.40,65.87M,0.48%,-31.36,8.49,287.53,0.40
05/01/2024,4124.26,103.68,1/5/2024,16594.21,16504.88,16645.89,16448.71,66.76M,-0.14%,278.48,5.41,-82.04,0.86
08/01/2024,-8140.55,76.16,1/8/2024,16716.47,16618.51,16716.47,16517.49,55.07M,0.74%,650.75,10.33,-394.87,0.68
09/01/2024,-25005.53,92.02,1/9/2024,16688.36,16743.27,16743.27,16611.53,59.80M,-0.17%,-1288.79,9.35,-5.56,0.67
10/01/2024,-3082.49,76.27,1/10/2024,16689.81,16703.12,16753.69,16654.99,61.30M,0.01%,23126.12,80.78,-59.40,5.55
11/01/2024,4128.18,104.48,1/11/2024,16547.03,16775.92,16839.49,16541.38,72.21M,-0.86%,-266.01,8.52,243.67,1.12
12/01/2024,-8331.80,60.65,1/12/2024,16704.56,16649.45,16752.24,16608.00,62.16M,0.95%,-227.09,7.90,60.75,0.87
15/01/2024,-2758.65,72.50,1/15/2024,16622.22,16723.24,16736.16,16609.22,47.80M,-0.49%,-1288.67,14.99,122.69,0.79
16/01/2024,232.95,83.82,1/16/2024,16571.68,16497.54,16581.93,16476.09,73.10M,-0.30%,-1147.79,16.58,144.74,0.86
17/01/2024,7636.61,123.54,1/17/2024,16431.69,16400.42,16435.68,16345.02,71.44M,-0.84%,-1866.60,11.16,145.83,0.83
18/01/2024,-3245.88,67.83,1/18/2024,16567.35,16440.66,16579.12,16421.20,72.32M,0.83%,19.17,9.82,71.70,0.43
19/01/2024,-1788.29,58.83,1/19/2024,16555.13,16626.53,16647.85,16513.46,66.15M,-0.07%,277.44,6.26,-1.69,0.33
22/01/2024,-14272.85,70.60,1/22/2024,16683.36,16684.10,16705.49,16607.72,67.44M,0.77%,1923.21,34.68,71.28,0.33
23/01/2024,1114.31,59.77,1/23/2024,16627.09,16753.09,16753.09,16626.59,64.37M,-0.34%,-213.20,8.02,22.46,0.53
24/01/2024,6615.71,66.23,1/24/2024,16889.92,16793.27,16921.41,16760.92,74.57M,1.58%,-390.30,8.40,-328.42,0.88
25/01/2024,4346.56,59.92,1/25/2024,16906.92,16849.76,16916.60,16785.69,62.02M,0.10%,546.40,5.45,-503.97,0.71
26/01/2024,3544.49,63.57,1/26/2024,16961.39,16879.01,16967.72,16849.31,84.66M,0.32%,206.71,3.45,-2914.63,0.96
29/01/2024,-10794.10,46.44,1/29/2024,16941.71,16925.39,16941.71,16860.05,65.96M,-0.12%,296.89,5.06,-731.49,0.70
30/01/2024,985.65,62.55,1/30/2024,16972.34,16991.37,16999.58,16946.56,61.11M,0.18%,205.38,6.82,175.28,0.26
31/01/2024,3693.71,90.80,1/31/2024,16903.76,16972.47,16991.84,16884.87,84.39M,-0.40%,108.03,1.36,-252.32,0.56
01/02/2024,-7893.61,93.53,2/1/2024,16859.04,16834.13,16915.92,16821.60,89.45M,-0.26%,484.71,5.77,-604.87,0.55
02/02/2024,-3074.83,72.25,2/2/2024,16918.21,16977.75,17004.55,16894.67,85.85M,0.35%,143.77,3.69,3.81,0.74
05/02/2024,4867.67,69.21,2/5/2024,16904.06,16925.97,16972.62,16859.00,69.94M,-0.08%,256.99,2.89,-516.38,0.35
06/02/2024,4935.51,79.00,2/6/2024,17033.24,16965.89,17049.52,16871.32,75.54M,0.76%,-3848.57,24.52,-1685.55,0.82
07/02/2024,-4765.10,73.41,2/7/2024,16921.96,17020.77,17021.55,16907.15,93.04M,-0.65%,1331.89,9.29,-649.24,0.59
08/02/2024,-2292.46,83.18,2/8/2024,16963.83,16936.14,17029.54,16889.13,67.42M,0.25%,-641.68,18.24,-387.15,0.45
09/02/2024,-607.42,37.68,2/9/2024,16926.50,16973.58,16993.12,16876.36,61.64M,-0.22%,348.53,6.41,10.50,0.31
12/02/2024,1589.81,56.13,2/12/2024,17037.35,16975.99,17042.74,16958.80,53.29M,0.65%,566.35,16.10,-2360.32,0.49
13/02/2024,-3106.30,55.59,2/13/2024,16880.83,16987.09,16991.61,16831.53,62.96M,-0.92%,601.36,18.77,-6508.18,1.18
14/02/2024,-4880.37,54.11,2/14/2024,16945.48,16872.89,16957.78,16857.34,53.72M,0.38%,-529.13,10.58,244.34,0.28
15/02/2024,-1673.27,36.43,2/15/2024,17046.69,17022.54,17089.12,17003.82,83.79M,0.60%,415.32,12.38,-10002.97,0.70
16/02/2024,5410.56,84.19,2/16/2024,17117.44,17117.37,17198.45,17060.38,76.38M,0.42%,-2384.68,40.19,-629.60,1.33
19/02/2024,-20688.42,63.36,2/19/2024,17092.26,17075.74,17098.61,17049.22,43.23M,-0.15%,1007.35,20.80,-1322.71,0.20
20/02/2024,-3276.40,101.69,2/20/2024,17068.43,17066.23,17084.87,17019.15,62.71M,-0.14%,329.60,63.16,-2.60,0.31
21/02/2024,-3439.85,92.03,2/21/2024,17118.12,17102.08,17157.95,17063.25,59.40M,0.29%,519.69,77.87,-4329.97,1.17
22/02/2024,-2830.73,141.39,2/22/2024,17370.45,17326.76,17429.66,17279.73,86.13M,1.47%,-11852.70,67.33,-10048.55,2.89
23/02/2024,-10370.94,125.77,2/23/2024,17419.33,17372.01,17443.74,17354.76,76.80M,0.28%,-321.22,12.07,1249.95,0.86
26/02/2024,7259.81,104.82,2/26/2024,17423.23,17396.74,17460.53,17396.40,53.16M,0.02%,185.22,3.79,1.83,0.18
27/02/2024,6512.91,109.24,2/27/2024,17556.49,17431.37,17563.41,17428.17,59.73M,0.76%,-2932.57,22.53,-725.84,1.78
28/02/2024,11861.07,97.35,2/28/2024,17601.22,17569.61,17605.61,17552.98,56.65M,0.25%,-862.45,7.57,-180.81,0.21
29/02/2024,-15808.32,114.80,2/29/2024,17678.19,17634.61,17742.48,17620.11,102.74M,0.44%,-1089.82,11.71,-174.85,1.70
01/03/2024,-16499.26,96.76,3/1/2024,17735.07,17793.47,17816.52,17690.89,85.78M,0.32%,-7923.43,5.13,-2934.32,0.42
04/03/2024,988.28,110.31,3/4/2024,17716.17,17743.44,17756.39,17684.73,1.22M,-0.11%,-724.53,3.31,-794.90,0.27
05/03/2024,9174.11,102.33,3/5/2024,17698.40,17682.78,17746.57,17643.11,74.18M,-0.10%,123.52,2.55,-220.36,0.53
06/03/2024,-13754.27,143.49,3/6/2024,17716.71,17685.92,17745.16,17682.51,91.49M,0.10%,285.72,5.02,-8.30,0.15
07/03/2024,-2537.68,126.25,3/7/2024,17842.85,17648.89,17879.11,17619.40,86.70M,0.71%,-480.52,5.24,6.27,0.46
08/03/2024,-5189.90,94.86,3/8/2024,17814.51,17849.85,17860.51,17795.13,67.94M,-0.16%,-1971.88,6.54,-466.47,0.78
11/03/2024,4016.66,46.59,3/11/2024,17746.27,17690.95,17750.72,17662.55,66.65M,-0.38%,406.61,7.57,63.03,1.55
12/03/2024,1134.66,89.71,3/12/2024,17965.11,17810.15,17973.22,17746.89,91.39M,1.23%,-1104.21,13.65,809.14,4.76
13/03/2024,2431.36,58.56,3/13/2024,17961.38,17984.50,18001.42,17939.56,92.88M,-0.02%,-421.01,7.50,11.68,1.14
14/03/2024,4420.87,123.79,3/14/2024,17942.04,18002.97,18039.05,17899.93,93.59M,-0.11%,-383.86,5.28,-142.84,3.73
15/03/2024,5394.05,68.88,3/15/2024,17936.65,17938.14,18038.11,17926.72,202.91M,-0.03%,42409.83,118.10,399.69,5.56
18/03/2024,-1339.24,61.86,3/18/2024,17932.68,17936.31,18015.49,17902.92,63.02M,-0.02%,-950.25,20.52,-680.76,0.14
19/03/2024,-1573.87,74.10,3/19/2024,17987.49,17932.18,17998.04,17914.18,73.42M,0.31%,616.63,13.72,42.76,0.45
20/03/2024,-2630.21,92.82,3/20/2024,18015.13,17987.91,18044.49,17955.69,61.71M,0.15%,754.71,9.11,-1.46,0.93
21/03/2024,-2972.46,121.34,3/21/2024,18179.25,18019.86,18179.81,18019.86,79.12M,0.91%,-575.15,13.54,997.40,1.59
22/03/2024,3461.68,79.38,3/22/2024,18205.94,18175.08,18225.97,18140.99,68.62M,0.15%,-517.01,13.77,338.30,1.95
25/03/2024,4755.04,70.15,3/25/2024,18261.31,18206.36,18285.58,18176.85,53.80M,0.30%,-266.07,10.45,33.02,0.30
26/03/2024,-2662.02,108.68,3/26/2024,18384.35,18262.11,18411.98,18256.81,58.79M,0.67%,-3019.09,7.81,33.00,0.73
27/03/2024,7984.15,122.07,3/27/2024,18477.09,18385.17,18511.17,18385.17,66.34M,0.50%,-731.37,9.96,-331.75,2.64
28/03/2024,-1842.73,138.61,3/28/2024,18492.49,18477.40,18513.83,18468.87,75.72M,0.08%,-2267.97,10.50,329.33,1.27
02/04/2024,8309.10,160.48,4/2/2024,18283.13,18492.36,18567.16,18275.94,82.08M,-1.13%,2361.66,26.42,1103.36,10.57
03/04/2024,-3643.04,175.15,4/3/2024,18367.72,18281.82,18376.08,18281.82,76.33M,0.46%,40879.75,184.25,-201.20,7.03
04/04/2024,2422.94,115.26,4/4/2024,18403.13,18366.37,18427.43,18340.24,62.52M,0.19%,-514.39,7.83,95.56,17.65
05/04/2024,-9157.68,103.80,4/5/2024,18175.04,18401.83,18401.83,18088.03,77.05M,-1.24%,1479.52,24.17,-814.82,2.78
08/04/2024,426.82,112.34,4/8/2024,18318.97,18163.39,18326.37,18163.39,61.07M,0.79%,-598.38,10.26,58.86,2.66
09/04/2024,-10780.83,125.37,4/9/2024,18076.69,18318.40,18318.51,18058.22,65.28M,-1.32%,-507.64,8.23,-970.86,2.56
10/04/2024,12489.83,142.18,4/10/2024,18097.30,18078.89,18239.50,17975.84,83.35M,0.11%,742.42,7.32,1335.18,11.46
11/04/2024,-6306.29,119.21,4/11/2024,17954.48,18096.51,18101.31,17864.69,84.37M,-0.79%,-1309.34,30.76,95.66,1.42
12/04/2024,-12315.83,131.79,4/12/2024,17930.32,17965.95,18162.56,17860.73,78.99M,-0.13%,2258.91,21.46,84.45,6.12
15/04/2024,13106.56,116.28,4/15/2024,18026.58,17937.62,18191.95,17937.62,65.14M,0.54%,1067.24,10.85,-884.83,22.20
16/04/2024,-20967.01,120.48,4/16/2024,17766.23,18022.17,18022.69,17713.50,73.22M,-1.44%,691.94,16.27,-960.18,15.74
17/04/2024,11697.18,222.22,4/17/2024,17770.02,17764.03,17907.58,17731.79,55.97M,0.02%,497.29,28.90,-196.19,12.18
18/04/2024,-20140.48,128.26,4/18/2024,17837.40,17775.41,17863.32,17716.92,60.70M,0.38%,408.15,31.70,-582.85,0.10
19/04/2024,-7940.43,110.46,4/19/2024,17737.36,17834.83,17834.87,17626.90,79.45M,-0.56%,-1798.10,24.56,86.10,0.98
22/04/2024,-14165.13,134.89,4/22/2024,17860.80,17738.04,17889.47,17738.04,62.45M,0.70%,733.87,12.05,550.95,16.03
23/04/2024,10082.19,174.22,4/23/2024,18137.65,17861.20,18144.66,17861.20,68.53M,1.55%,-996.43,8.72,1144.00,17.21
24/04/2024,-1595.92,127.94,4/24/2024,18088.70,18140.19,18226.32,18060.26,75.10M,-0.27%,-362.86,7.40,-642.12,1.28
25/04/2024,1626.60,131.02,4/25/2024,17917.28,18088.17,18100.75,17795.96,101.52M,-0.95%,-4619.78,19.93,-593.12,16.65
26/04/2024,-5349.95,116.69,4/26/2024,18161.01,17920.73,18199.71,17920.73,76.01M,1.36%,-3800.52,17.66,865.50,4.58
29/04/2024,-3500.86,96.63,4/29/2024,18118.32,18162.15,18235.80,18103.43,77.25M,-0.24%,1554.41,11.15,-82.67,0.27
30/04/2024,-12424.65,88.88,4/30/2024,17932.17,18119.93,18153.69,17920.72,88.21M,-1.03%,-117.84,40.46,-571.63,0.44
02/05/2024,442.91,147.97,5/2/2024,17896.50,17935.78,17981.04,17875.98,71.33M,-0.20%,-98.96,3.64,50.84,0.41
03/05/2024,-356.17,88.07,5/3/2024,17993.69,17900.15,18105.82,17900.02,71.26M,0.54%,-500.00,9.94,11.92,0.47
06/05/2024,-5339.69,74.88,5/6/2024,18175.21,18001.13,18199.15,18001.13,46.04M,1.01%,1038.56,10.90,-74.28,1.57
07/05/2024,3190.81,103.84,5/7/2024,18430.05,18175.21,18442.40,18175.21,85.37M,1.40%,16657.73,35.85,-40.25,1.09
08/05/2024,17283.95,145.33,5/8/2024,18498.38,18430.25,18542.10,18427.26,74.22M,0.37%,1354.04,4.19,176.36,1.73
09/05/2024,14650.70,150.08,5/9/2024,18686.60,18498.09,18699.29,18488.04,53.61M,1.02%,40825.79,183.22,2016.69,3.78
10/05/2024,-277.51,103.70,5/10/2024,18772.85,18686.85,18845.86,18686.85,87.91M,0.46%,25386.75,20.56,-1356.40,0.60
13/05/2024,3684.66,146.47,5/13/2024,18742.22,18773.24,18799.77,18706.08,66.37M,-0.16%,-1967.36,28.65,-1732.44,0.22
14/05/2024,3253.35,220.56,5/14/2024,18716.42,18735.84,18748.76,18629.03,73.29M,-0.14%,2724.94,43.40,36.37,0.27
15/05/2024,-12519.79,163.63,5/15/2024,18869.36,18719.81,18892.92,18719.81,81.63M,0.82%,-8760.67,28.27,-3045.28,0.73
16/05/2024,17080.94,183.65,5/16/2024,18738.81,18874.85,18890.78,18716.33,76.32M,-0.69%,-424.63,67.26,-173.02,0.53
17/05/2024,-5443.53,141.52,5/17/2024,18704.42,18713.25,18724.02,18627.91,75.99M,-0.18%,-5481.00,78.95,-699.29,0.79
20/05/2024,6822.21,207.06,5/20/2024,18768.96,18710.13,18804.00,18710.13,41.19M,0.35%,617.88,57.81,-3.81,0.23
21/05/2024,10521.96,124.68,5/21/2024,18726.76,18768.64,18768.64,18638.14,65.73M,-0.22%,870.33,7.97,-6.18,0.50
22/05/2024,-13177.80,206.90,5/22/2024,18680.20,18731.65,18731.65,18642.20,57.98M,-0.25%,-1373.55,15.71,-7.91,0.61
23/05/2024,-1639.67,193.38,5/23/2024,18691.32,18682.48,18766.68,18639.17,63.72M,0.06%,533.48,12.18,-766.88,0.70
24/05/2024,7990.19,167.38,5/24/2024,18693.37,18687.60,18706.65,18515.84,53.86M,0.01%,2420.94,26.60,-30.53,0.16
27/05/2024,-1027.13,120.16,5/27/2024,18774.71,18703.13,18775.13,18680.81,37.34M,0.44%,729.80,21.75,0.27,0.02
28/05/2024,8408.11,148.29,5/28/2024,18677.87,18775.55,18855.05,18635.04,52.67M,-0.52%,5.41,17.31,-11.33,0.56
29/05/2024,2231.86,217.53,5/29/2024,18473.29,18677.70,18677.70,18438.01,59.55M,-1.10%,6668.29,75.78,1147.82,19.18
30/05/2024,5435.89,184.67,5/30/2024,18496.79,18465.47,18531.85,18394.43,52.35M,0.13%,-1033.54,19.69,-9.68,0.54
31/05/2024,12037.38,152.25,5/31/2024,18497.94,18495.22,18542.27,18426.72,144.01M,0.01%,11373.35,38.64,-87.15,0.39
03/06/2024,-47.16,109.58,6/3/2024,18608.16,18503.79,18697.09,18503.79,54.18M,0.60%,-4864.86,60.78,468.79,12.17
04/06/2024,-7603.73,131.46,6/4/2024,18405.64,18608.30,18608.30,18365.53,81.41M,-1.09%,1323.83,26.41,60.43,0.16
05/06/2024,-616.90,131.63,6/5/2024,18575.94,18406.06,18624.36,18406.06,63.88M,0.93%,1921.83,19.08,1139.90,12.11
06/06/2024,19285.99,113.07,6/6/2024,18652.67,18576.58,18784.65,18576.58,60.88M,0.41%,3025.43,71.49,75.00,1.48
07/06/2024,-2934.62,181.69,6/7/2024,18557.27,18649.08,18649.08,18424.60,61.38M,-0.51%,-202.61,139.07,485.60,6.10
10/06/2024,10899.16,102.72,6/10/2024,18494.89,18550.33,18550.33,18359.42,53.45M,-0.34%,8389.19,46.58,605.79,6.29
11/06/2024,1678.68,144.28,6/11/2024,18369.94,18497.85,18543.04,18281.56,63.76M,-0.68%,859.14,8.35,-1539.65,2.83
12/06/2024,15700.35,187.45,6/12/2024,18630.86,18368.52,18651.70,18368.52,61.49M,1.42%,-20082.29,42.57,253.22,17.99
13/06/2024,-9183.52,97.92,6/13/2024,18265.68,18632.01,18632.01,18253.42,72.49M,-1.96%,-3744.03,76.46,-129.96,1.39
14/06/2024,2971.15,78.89,6/14/2024,18002.02,18267.68,18304.79,17951.17,92.52M,-1.44%,-709.13,13.01,-1180.43,1.03
17/06/2024,-557.15,68.50,6/17/2024,18068.21,18008.23,18149.33,17969.54,57.82M,0.37%,2886.38,37.01,119.40,3.06
18/06/2024,-10413.17,116.10,6/18/2024,18131.97,18073.44,18214.20,18073.24,50.84M,0.35%,1436.24,45.66,-152.23,1.50
19/06/2024,12937.49,54.77,6/19/2024,18067.91,18131.35,18148.01,18055.63,52.04M,-0.35%,3607.46,46.20,14.22,0.76
20/06/2024,27924.51,116.71,6/20/2024,18254.18,18068.67,18254.18,18068.58,59.52M,1.03%,-44.83,8.50,187.08,1.60
21/06/2024,-2243.04,111.74,6/21/2024,18163.52,18254.57,18257.94,18090.04,154.54M,-0.50%,-6595.53,33.41,-154.93,4.76
24/06/2024,5015.26,70.76,6/24/2024,18325.58,18165.54,18354.71,18165.54,61.74M,0.89%,1262.84,24.75,71.02,0.79
25/06/2024,-11147.36,78.66,6/25/2024,18177.62,18300.42,18307.61,18075.75,54.13M,-0.81%,483.36,5.63,-418.25,5.14
26/06/2024,-836.09,101.60,6/26/2024,18155.24,18176.80,18363.39,18045.54,56.45M,-0.12%,367.81,5.27,-197.51,0.97
27/06/2024,4082.11,53.81,6/27/2024,18210.55,18154.97,18265.52,18141.28,54.45M,0.30%,1524.57,10.63,-192.91,1.89
